Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
555,1/3/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,21,283,NA
555,1/5/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,21,358,NA
555,1/9/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,18,265,NA
555,1/11/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,16,272,NA
555,16/01/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,22,384,NA
555,18/01/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,23,367,NA
555,23/01/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,20,430,NA
555,25/01/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,27,364,NA
555,30/01/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,22,437,NA
555,2/1/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,25,385,NA
555,2/6/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,32,272,NA
555,2/8/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,25,304,NA
555,13/02/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,20,320,NA
555,16/02/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,24,371,NA
555,20/02/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,19,234,NA
555,22/02/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,23,234,NA
555,27/02/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,21,367,NA
555,29/02/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,26,247,NA
555,3/5/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,19,371,NA
555,3/7/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,26,235,NA
555,3/12/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,22,445,NA
555,14/03/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,28,334,NA
555,19/03/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,25,419,NA
555,21/03/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,26,323,NA
555,26/03/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,31,357,NA
555,28/03/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,26,290,NA
555,4/2/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,28,459,NA
555,4/4/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,30,340,NA
555,4/9/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,22,273,NA
555,4/11/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,30,317,NA
555,16/04/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,25,219,NA
555,18/04/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,34,301,NA
555,23/04/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,28,193,NA
555,25/04/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,25,291,NA
555,30/04/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,28,250,NA
555,5/2/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,28,348,NA
555,5/7/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,24,341,NA
555,5/9/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,26,425,NA
555,15/05/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,31,300,NA
555,17/05/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,30,286,NA
555,21/05/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,28,269,NA
555,23/05/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,30,430,NA
555,25/05/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,34,161,NA
555,30/05/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,33,263,NA
555,6/4/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,24,263,NA
555,6/6/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,28,357,NA
555,6/11/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,24,385,NA
555,13/06/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,31,285,NA
555,18/06/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,28,345,NA
555,20/06/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,31,313,NA
555,25/06/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,26,252,NA
555,27/06/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,34,372,NA
555,7/2/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,27,333,NA
555,7/4/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,26,238,NA
555,7/9/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,23,218,NA
555,7/11/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,23,275,NA
555,16/07/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,28,228,NA
555,18/07/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,24,267,NA
555,30/07/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,24,323,NA
555,8/1/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,24,312,NA
555,8/6/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,23,260,NA
555,8/8/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,26,288,NA
555,13/08/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,25,255,NA
555,15/08/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,23,209,NA
555,20/08/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,29,268,NA
555,22/08/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,31,245,NA
555,17/09/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,22,231,NA
555,19/09/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,24,254,NA
555,24/09/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,25,148,NA
555,26/09/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,24,211,NA
555,10/1/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,28,221,NA
555,10/3/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,38,186,NA
555,10/8/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1,32,225,NA
555,10/10/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,37,143,NA
555,15/10/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,36,226,NA
555,17/10/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,38,232,NA
555,22/10/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,39,212,NA
555,24/10/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,33,248,NA
555,29/10/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,32,226,NA
555,31/10/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,34,186,NA
555,11/5/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,38,199,NA
555,11/6/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,36,225,NA
555,11/7/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,34,216,NA
555,11/12/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,40,313,NA
555,13/11/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",12,46,324,NA
555,14/11/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,39,322,NA
555,19/11/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,49,279,NA
555,21/11/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,38,298,NA
555,26/11/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,42,354,NA
555,28/11/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,32,279,NA
555,12/3/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,40,317,NA
555,12/5/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,33,218,NA
555,12/10/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,39,218,NA
555,12/12/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,37,247,NA
555,17/12/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,34,258,NA
555,19/12/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,35,298,NA
555,24/12/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,33,190,NA
555,26/12/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,34,261,NA
555,31/12/2012,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,35,239,NA
554,1/3/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,39,378.67,NA
554,1/5/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,33,395.67,NA
554,1/9/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,27,252.67,NA
554,1/11/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,33,241.33,NA
554,16/01/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,23,571,NA
554,18/01/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,28,602.33,NA
554,23/01/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,41,573.33,NA
554,25/01/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,48,814,NA
554,30/01/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,31,329.67,NA
554,2/1/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,26,376,NA
554,2/6/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,47,484.33,NA
554,2/8/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,50,433.33,NA
554,13/02/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,26,552.67,NA
554,16/02/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,27,465.33,NA
554,20/02/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,24,313.33,NA
554,22/02/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,25,320.67,NA
554,27/02/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,21,378.67,NA
554,29/02/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,30,307.33,NA
554,3/5/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,32,345,NA
554,3/7/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,28,214,NA
554,3/12/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,33,482,NA
554,14/03/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,32,573,NA
554,19/03/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,30,456.33,NA
554,21/03/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,29,365.67,NA
554,26/03/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,34,389.33,NA
554,28/03/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,33,371.33,NA
554,4/2/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,35,367.33,NA
554,4/4/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,29,322.33,NA
554,4/9/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,28,470,NA
554,4/11/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,33,424.67,NA
554,16/04/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,25,314.67,NA
554,18/04/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,38,240.67,NA
554,23/04/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,37,387.67,NA
554,25/04/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,30,422.33,NA
554,30/04/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,34,595,NA
554,5/2/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,32,446.67,NA
554,5/7/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,28,256,NA
554,5/9/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,34,419.33,NA
554,15/05/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,34,376.33,NA
554,17/05/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,31,364,NA
554,21/05/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,30,434.67,NA
554,23/05/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",11,34,384,NA
554,25/05/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,33,348.33,NA
554,30/05/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,36,208.33,NA
554,6/4/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,24,329,NA
554,6/6/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,24,401.67,NA
554,6/11/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,30,457.33,NA
554,13/06/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,34,334.67,NA
554,18/06/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,31,301,NA
554,20/06/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,38,353.33,NA
554,25/06/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,27,354.67,NA
554,27/06/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,32,343.67,NA
554,7/2/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,30,286.33,NA
554,7/4/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,34,323.33,NA
554,7/9/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3,30,287.33,NA
554,7/11/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,25,340.67,NA
554,16/07/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,30,236.67,NA
554,18/07/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,26,199.33,NA
554,23/07/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,30,359,NA
554,25/07/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4,28,297.67,NA
554,30/07/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,36,321.67,NA
554,8/1/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,27,298.33,NA
554,8/6/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,23,291.67,NA
554,8/8/2012,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2,27,309,NA
