Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
98,23/11/2012,Uttar Pradesh,Kanpur,"Deputy Ka Parao, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,34,190,NA
98,27/11/2012,Uttar Pradesh,Kanpur,"Deputy Ka Parao, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,40,192,NA
98,12/4/2012,Uttar Pradesh,Kanpur,"Deputy Ka Parao, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,45,241,NA
98,12/11/2012,Uttar Pradesh,Kanpur,"Deputy Ka Parao, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,41,235,NA
98,14/12/2012,Uttar Pradesh,Kanpur,"Deputy Ka Parao, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,29,231,NA
98,18/12/2012,Uttar Pradesh,Kanpur,"Deputy Ka Parao, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,50,220,NA
98,20/12/2012,Uttar Pradesh,Kanpur,"Deputy Ka Parao, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,39,190,NA
98,28/12/2012,Uttar Pradesh,Kanpur,"Deputy Ka Parao, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,26,228,NA
86,1/4/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.84,40.1,242,NA
86,1/7/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.86,37.59,226,NA
86,1/11/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.11,39.26,187,NA
86,18/01/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,6.93,43.85,191,NA
86,21/01/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.6,34.55,229,NA
86,25/01/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.83,37.88,243,NA
86,28/01/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.96,37.9,206,NA
86,2/1/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,NA,NA,198,NA
86,2/4/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.05,37.74,210,NA
86,2/8/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,6.91,32.32,256,NA
86,15/02/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.96,40.4,208,NA
86,18/02/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.47,40.81,220,NA
86,25/02/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.18,40.83,221,NA
86,29/02/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,6.93,48.86,227,NA
86,3/3/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.2,39.48,215,NA
86,17/03/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.45,38.36,212,NA
86,21/03/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.66,38.9,235,NA
86,28/03/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.26,37.93,185,NA
86,31/03/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.19,42.32,233,NA
86,4/4/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.91,40.06,244,NA
86,4/7/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.89,38.08,229,NA
86,4/11/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.7,41.01,191,NA
86,18/04/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.74,39.23,226,NA
86,21/04/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.54,40.67,231,NA
86,28/04/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.75,42.99,196,NA
86,5/2/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.68,37.01,213,NA
86,5/5/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.51,43.19,227,NA
86,5/9/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.79,48.55,212,NA
86,16/05/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.7,43.64,186,NA
86,19/05/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.47,35.89,205,NA
86,22/05/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.6,39.99,234,NA
86,23/05/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.45,37.62,234,NA
86,26/05/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.2,32.13,215,NA
86,30/05/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.22,46.76,200,NA
86,6/2/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,9.01,40.54,218,NA
86,6/6/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,6.47,32.21,219,NA
86,13/06/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.13,43.05,227,NA
86,16/06/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,6.96,32.91,242,NA
86,20/06/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,6.67,36.19,200,NA
86,23/06/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.75,41.25,220,NA
86,30/06/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,6.86,44.73,213,NA
86,7/4/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.43,32.62,215,NA
86,7/7/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,6.72,28,207,NA
86,7/11/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,6.75,36.74,221,NA
86,18/07/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.79,30.71,227,NA
86,21/07/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.48,37.97,215,NA
86,25/07/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.17,38.52,199,NA
86,28/07/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.47,32.03,214,NA
86,8/1/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.65,37.83,193,NA
86,8/4/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,6.89,31.06,215,NA
86,8/8/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.67,43.92,188,NA
86,18/08/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8.23,40.31,184,NA
86,22/08/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7.88,41.43,209,NA
86,29/08/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,39,197,NA
86,9/1/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7,31,189,NA
86,9/5/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7,45,228,NA
86,9/12/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,44,212,NA
86,15/09/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,39,209,NA
86,19/09/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,34,238,NA
86,22/09/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,6,41,181,NA
86,26/09/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,38,220,NA
86,29/09/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,40,223,NA
86,10/3/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,9,40,236,NA
86,10/6/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,45,206,NA
86,10/10/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,33,227,NA
86,17/10/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,47,208,NA
86,20/10/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,41,219,NA
86,31/10/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7,45,190,NA
86,11/3/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,45,191,NA
86,11/7/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,9,39,226,NA
86,17/11/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,9,41,227,NA
86,21/11/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,9,44,241,NA
86,12/1/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7,42,166,NA
86,12/5/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,9,39,203,NA
86,12/12/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,33,235,NA
86,15/12/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7,48,215,NA
86,19/12/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,7,33,229,NA
86,22/12/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,37,238,NA
86,26/12/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,44,185,NA
86,29/12/2012,Uttar Pradesh,Kanpur,"M/S Associated Chem Pvt Ltd, Fazalganj, Kanpur",Uttar Pradesh State Pollution Control Board,Industrial Area,8,46,200,NA
391,1/4/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,21,234,NA
391,1/7/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,191,NA
391,1/11/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,225,NA
391,18/01/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,38,185,NA
391,21/01/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,42,192,NA
391,25/01/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,41,197,NA
391,28/01/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,31,219,NA
391,2/1/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,38,202,NA
391,2/4/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,40,189,NA
391,2/8/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,30,206,NA
391,15/02/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,31,182,NA
391,18/02/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,38,215,NA
391,22/02/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,39,187,NA
391,25/02/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,41,196,NA
391,29/02/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,32,211,NA
391,3/3/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,39,236,NA
391,17/03/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,39,203,NA
391,21/03/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,32,226,NA
391,28/03/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,30,224,NA
391,31/03/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,46,210,NA
391,4/4/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,42,186,NA
391,4/7/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,39,182,NA
391,4/11/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,39,200,NA
391,18/04/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,217,NA
391,21/04/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,31,220,NA
391,25/04/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,39,218,NA
391,28/04/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,40,192,NA
391,5/2/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,46,170,NA
391,5/5/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,216,NA
391,5/9/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,38,243,NA
391,16/05/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,198,NA
391,19/05/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,30,194,NA
391,23/05/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,29,205,NA
391,26/05/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,221,NA
391,6/2/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,44,187,NA
391,6/6/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,31,200,NA
391,13/06/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,39,203,NA
391,16/06/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,189,NA
391,20/06/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,38,212,NA
391,23/06/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,34,201,NA
391,30/06/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,33,218,NA
391,7/4/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,43,199,NA
391,7/7/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,45,200,NA
391,7/11/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,202,NA
391,18/07/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,206,NA
391,21/07/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,39,190,NA
391,25/07/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,35,219,NA
391,28/07/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,223,NA
391,8/1/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,208,NA
391,8/4/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,40,155,NA
391,8/8/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,33,194,NA
391,18/08/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5,25,199,NA
391,22/08/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,43,182,NA
391,25/08/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,43,196,NA
391,29/08/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,44,185,NA
391,9/5/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,29,193,NA
391,9/12/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,167,NA
391,15/09/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,37,206,NA
391,22/09/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,37,220,NA
391,26/09/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,34,198,NA
391,29/09/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,37,191,NA
391,10/3/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,186,NA
391,10/6/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,28,212,NA
391,17/10/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9,40,241,NA
391,20/10/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,43,167,NA
391,31/10/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7,44,179,NA
391,11/3/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",NA,NA,178,NA
391,11/7/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,41,238,NA
391,17/11/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8,37,211,NA
391,21/11/2012,Uttar Pradesh,Kanpur,"Dabauli, Kanpur",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6,30,210,NA
