Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10
139,,Uttar Pradesh,Gajraula,"Indira Chowk, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",28.0,23.0,236.5
139,,Uttar Pradesh,Gajraula,"Indira Chowk, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",24.0,25.0,258.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,21.0,35.0,83.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,25.0,33.0,107.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,27.0,26.0,125.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,21.0,29.0,145.0
140,2012-02-02,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,34.0,37.0,183.0
140,2012-02-06,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,31.0,34.0,130.0
140,2012-02-09,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,29.0,33.0,201.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,35.0,37.0,204.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,36.0,39.0,141.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,33.0,42.0,172.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,42.0,43.0,150.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,36.0,38.0,175.0
140,2012-03-01,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,19.0,27.0,110.0
140,2012-03-05,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,17.0,31.0,133.0
140,2012-03-12,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,15.0,27.0,127.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,13.0,26.0,174.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,14.0,26.0,111.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,16.0,25.0,126.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,19.0,26.0,159.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,13.0,23.0,126.0
140,2012-04-02,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,11.0,27.0,95.0
140,2012-04-05,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,10.0,26.0,135.0
140,2012-04-09,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,12.0,28.0,143.0
140,2012-04-12,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,13.0,29.0,103.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,11.0,29.0,87.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,12.0,27.0,134.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,16.0,24.0,103.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,6.0,11.0,111.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,9.0,20.0,127.0
140,2012-05-03,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,15.0,28.0,126.0
140,2012-05-07,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,12.0,28.0,165.0
140,2012-05-10,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,10.0,30.0,190.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,11.0,27.0,192.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,10.0,25.0,217.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,16.0,30.0,146.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,17.0,26.0,218.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,11.0,30.0,137.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,10.0,26.0,188.0
140,2012-06-04,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,22.0,26.0,143.0
140,2012-06-07,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,18.0,28.0,159.0
140,2012-06-11,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,26.0,27.0,134.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,16.0,21.0,135.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,13.0,24.0,142.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,15.0,25.0,238.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,19.0,24.0,182.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,13.0,28.0,180.0
140,2012-07-02,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,16.0,28.0,213.0
140,2012-07-05,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,19.0,27.0,205.0
140,2012-07-09,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,22.0,27.0,200.0
140,2012-07-12,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,20.0,25.0,140.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,24.0,29.0,189.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,12.0,20.0,139.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,11.0,17.0,94.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,16.0,25.0,94.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,11.0,16.0,92.0
140,2012-08-02,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,15.0,24.0,172.0
140,2012-08-06,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,14.0,20.0,82.0
140,2012-08-09,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,12.0,21.0,125.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,10.0,18.0,83.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,15.0,22.0,154.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,13.0,27.0,196.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,20.0,27.0,131.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,12.0,23.0,85.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,12.0,22.0,122.0
140,2012-09-03,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,17.0,25.0,149.0
140,2012-09-06,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,13.0,22.0,132.0
140,2012-09-10,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,19.0,27.0,133.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,12.0,16.0,50.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,22.0,27.0,134.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,21.0,30.0,167.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,18.0,31.0,185.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,16.0,30.0,194.0
140,2012-10-01,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,14.0,25.0,156.0
140,2012-10-04,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,15.0,26.0,139.0
140,2012-10-08,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,19.0,28.0,144.0
140,2012-10-11,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,18.0,25.0,152.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,23.0,28.0,179.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,25.0,32.0,224.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,20.0,30.0,187.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,23.0,29.0,145.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,24.0,29.0,193.0
140,2012-11-01,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,13.0,25.0,122.0
140,2012-11-05,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,13.0,26.0,136.0
140,2012-11-08,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,18.0,28.0,140.0
140,2012-11-12,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,35.0,37.0,304.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,32.0,33.0,209.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,28.0,32.0,183.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,24.0,30.0,180.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,21.0,30.0,145.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,20.0,26.0,144.0
140,2012-12-03,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,11.0,23.0,168.0
140,2012-12-06,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,11.0,26.0,150.0
140,2012-12-10,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,16.0,28.0,194.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,18.0,29.0,169.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,19.0,34.0,198.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,21.0,31.0,154.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,26.0,32.0,212.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,24.0,30.0,190.0
140,,Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar, Gajraula",Uttar Pradesh State Pollution Control Board,Industrial Area,26.0,25.0,166.0
258,2012-01-03,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,31.0,42.0,246.0
258,2012-01-06,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,29.0,38.0,243.0
258,2012-01-10,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,32.0,40.0,237.0
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,34.0,44.0,261.0
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,34.0,40.0,252.0
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,40.0,41.0,253.0
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,31.0,40.0,236.0
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,34.0,40.0,216.0
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,33.0,40.0,253.0
258,2012-02-03,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,29.0,42.0,234.5
258,2012-02-07,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,36.0,40.0,237.0
258,2012-02-10,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,25.0,39.0,230.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,27.0,37.0,232.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,29.0,38.0,238.0
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,20.0,38.0,232.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,85.0,40.0,253.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,32.0,36.0,253.0
258,2012-03-02,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,31.0,40.0,251.0
258,2012-03-06,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,29.0,40.0,243.5
258,2012-03-09,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,24.0,38.0,234.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,27.0,40.0,253.0
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,27.0,34.0,247.0
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,34.0,40.0,249.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,35.0,40.0,260.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,38.0,43.0,272.0
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,38.0,42.0,276.5
258,2012-04-03,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,30.0,30.0,172.5
258,2012-04-07,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,37.0,40.0,204.5
258,2012-04-10,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,36.0,41.0,269.0
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,39.0,44.0,303.0
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,36.0,40.0,303.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,30.0,38.0,195.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,30.0,31.0,155.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,28.0,33.0,172.5
258,2012-05-01,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,37.0,39.0,80.0
258,2012-05-04,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,39.0,43.0,163.5
258,2012-05-08,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,38.0,43.0,191.0
258,2012-05-11,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,39.0,41.0,225.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,38.0,41.0,230.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,38.0,40.0,534.0
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,36.0,40.0,299.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,39.0,42.0,294.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,39.0,42.0,257.0
258,2012-06-01,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,30.0,30.0,336.5
258,2012-06-05,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,30.0,37.0,297.5
258,2012-06-08,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,39.0,42.0,266.0
258,2012-06-12,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,26.0,32.0,241.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,27.0,31.0,325.5
258,,Uttar Pradesh,Ghaziabad,"M/s Atlas Cycles Industries Ltd, Sahibabad Industrial Area, Ghaziabad",Uttar Pradesh State Pollution Control Board,Industrial Area,31.0,34.0,268.0
