Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10
555,2012-01-03,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,21.0,283.0
555,2012-01-05,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,21.0,358.0
555,2012-01-09,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,18.0,265.0
555,2012-01-11,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,16.0,272.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,22.0,384.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,23.0,367.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,20.0,430.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,27.0,364.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,22.0,437.0
555,2012-02-01,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,25.0,385.0
555,2012-02-06,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,32.0,272.0
555,2012-02-08,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,25.0,304.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,20.0,320.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,24.0,371.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,19.0,234.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,23.0,234.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,21.0,367.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,26.0,247.0
555,2012-03-05,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,19.0,371.0
555,2012-03-07,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,26.0,235.0
555,2012-03-12,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,22.0,445.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,28.0,334.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,25.0,419.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,26.0,323.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,31.0,357.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,26.0,290.0
555,2012-04-02,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,28.0,459.0
555,2012-04-04,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,30.0,340.0
555,2012-04-09,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,22.0,273.0
555,2012-04-11,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,30.0,317.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,25.0,219.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,34.0,301.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,28.0,193.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,25.0,291.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,28.0,250.0
555,2012-05-02,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,28.0,348.0
555,2012-05-07,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,24.0,341.0
555,2012-05-09,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,26.0,425.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,31.0,300.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,30.0,286.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,28.0,269.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",9.0,30.0,430.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,34.0,161.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,33.0,263.0
555,2012-06-04,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,24.0,263.0
555,2012-06-06,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,28.0,357.0
555,2012-06-11,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,24.0,385.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,31.0,285.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,28.0,345.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,31.0,313.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,26.0,252.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,34.0,372.0
555,2012-07-02,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,27.0,333.0
555,2012-07-04,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,26.0,238.0
555,2012-07-09,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,23.0,218.0
555,2012-07-11,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,23.0,275.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,28.0,228.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,24.0,267.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,24.0,323.0
555,2012-08-01,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,24.0,312.0
555,2012-08-06,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,23.0,260.0
555,2012-08-08,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,26.0,288.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,25.0,255.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,23.0,209.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,29.0,268.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,31.0,245.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,22.0,231.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,24.0,254.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,25.0,148.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,24.0,211.0
555,2012-10-01,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,28.0,221.0
555,2012-10-03,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,38.0,186.0
555,2012-10-08,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",1.0,32.0,225.0
555,2012-10-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,37.0,143.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,36.0,226.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,38.0,232.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,39.0,212.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,33.0,248.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,32.0,226.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,34.0,186.0
555,2012-11-05,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,38.0,199.0
555,2012-11-06,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,36.0,225.0
555,2012-11-07,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,34.0,216.0
555,2012-11-12,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,40.0,313.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",12.0,46.0,324.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,39.0,322.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,49.0,279.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,38.0,298.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,42.0,354.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,32.0,279.0
555,2012-12-03,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,40.0,317.0
555,2012-12-05,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,33.0,218.0
555,2012-12-10,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,39.0,218.0
555,2012-12-12,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,37.0,247.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,34.0,258.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,35.0,298.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,33.0,190.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,34.0,261.0
555,,Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,35.0,239.0
554,2012-01-03,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,39.0,378.67
554,2012-01-05,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,33.0,395.67
554,2012-01-09,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,27.0,252.67
554,2012-01-11,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,33.0,241.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,23.0,571.0
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,28.0,602.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,41.0,573.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,48.0,814.0
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,31.0,329.67
554,2012-02-01,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,26.0,376.0
554,2012-02-06,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,47.0,484.33
554,2012-02-08,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,50.0,433.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,26.0,552.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,27.0,465.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,24.0,313.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,25.0,320.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,21.0,378.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,30.0,307.33
554,2012-03-05,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,32.0,345.0
554,2012-03-07,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,28.0,214.0
554,2012-03-12,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,33.0,482.0
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,32.0,573.0
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,30.0,456.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,29.0,365.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,34.0,389.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,33.0,371.33
554,2012-04-02,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,35.0,367.33
554,2012-04-04,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,29.0,322.33
554,2012-04-09,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,28.0,470.0
554,2012-04-11,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,33.0,424.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,25.0,314.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,38.0,240.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,37.0,387.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,30.0,422.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,34.0,595.0
554,2012-05-02,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,32.0,446.67
554,2012-05-07,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,28.0,256.0
554,2012-05-09,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,34.0,419.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,34.0,376.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,31.0,364.0
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,30.0,434.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",11.0,34.0,384.0
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",7.0,33.0,348.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,36.0,208.33
554,2012-06-04,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,24.0,329.0
554,2012-06-06,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,24.0,401.67
554,2012-06-11,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,30.0,457.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,34.0,334.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,31.0,301.0
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,38.0,353.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,27.0,354.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,32.0,343.67
554,2012-07-02,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,30.0,286.33
554,2012-07-04,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,34.0,323.33
554,2012-07-09,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,30.0,287.33
554,2012-07-11,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,25.0,340.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,30.0,236.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,26.0,199.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,30.0,359.0
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",4.0,28.0,297.67
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",8.0,36.0,321.67
554,2012-08-01,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",6.0,27.0,298.33
554,2012-08-06,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,23.0,291.67
554,2012-08-08,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",2.0,27.0,309.0
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,29.0,90.0
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",3.0,27.0,280.33
554,,Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,Uttar Pradesh State Pollution Control Board,"Residential, Rural and other Areas",5.0,30.0,279.67
